player_name,match_date,opponent_team,venue,runs_scored,balls_faced,strike_rate,fours,sixes
David Warner,2018-05-24,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",32,18,177.78,4,0
Faf du Plessis,2018-05-27,Mumbai Indians,"IS Bindra Stadium, Mohali",0,1,0.0,0,0
David Warner,2018-05-27,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",4,1,400.0,0,0
Rohit Sharma,2018-06-02,Delhi Capitals,"IS Bindra Stadium, Mohali",52,42,123.81,6,3
David Warner,2018-06-02,Kolkata Knight Riders,"Eden Gardens, Kolkata",45,34,132.35,5,2
Shubman Gill,2018-06-02,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",45,37,121.62,4,2
KL Rahul,2018-06-05,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",28,17,164.71,2,1
Ambati Rayudu,2018-06-05,Rajasthan Royals,"Eden Gardens, Kolkata",17,18,94.44,2,0
Ambati Rayudu,2018-06-05,Rajasthan Royals,"IS Bindra Stadium, Mohali",35,21,166.67,2,1
Ishan Kishan,2018-06-08,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",0,1,0.0,0,0
Suresh Raina,2018-06-08,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",27,24,112.5,3,2
AB de Villiers,2018-06-11,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",56,39,143.59,5,4
Hardik Pandya,2018-06-11,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",19,13,146.15,1,0
Shubman Gill,2018-06-17,Rajasthan Royals,"Wankhede Stadium, Mumbai",34,25,136.0,4,1
David Warner,2018-06-20,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",40,29,137.93,3,3
Jos Buttler,2018-06-20,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",65,42,154.76,8,5
Suresh Raina,2018-06-20,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",27,21,128.57,3,2
Faf du Plessis,2018-06-20,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",29,18,161.11,4,0
Sanju Samson,2018-06-20,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",24,14,171.43,1,0
Sanju Samson,2018-06-23,Delhi Capitals,"IS Bindra Stadium, Mohali",29,24,120.83,2,2
Sanju Samson,2018-06-26,Punjab Kings,"IS Bindra Stadium, Mohali",39,26,150.0,5,3
Faf du Plessis,2018-06-29,Punjab Kings,"Wankhede Stadium, Mumbai",54,42,128.57,7,4
Andre Russell,2018-06-29,Punjab Kings,"Arun Jaitley Stadium, Delhi",20,9,222.22,1,0
Glenn Maxwell,2018-07-02,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",17,9,188.89,2,1
Rishabh Pant,2018-07-05,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",51,38,134.21,4,4
Faf du Plessis,2018-07-05,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",74,55,134.55,10,4
Rohit Sharma,2018-07-08,Delhi Capitals,"IS Bindra Stadium, Mohali",6,3,200.0,0,0
Rohit Sharma,2018-07-08,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",46,39,117.95,3,3
Andre Russell,2018-07-11,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",50,29,172.41,4,1
Ishan Kishan,2018-07-14,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",22,17,129.41,2,1
Kieron Pollard,2018-07-14,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",0,4,0.0,0,0
KL Rahul,2018-07-14,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",14,12,116.67,0,0
Dinesh Karthik,2018-07-14,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",39,29,134.48,4,0
Virat Kohli,2018-07-14,Mumbai Indians,"Arun Jaitley Stadium, Delhi",0,4,0.0,0,0
Andre Russell,2018-07-14,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",32,21,152.38,3,3
David Warner,2018-07-14,Delhi Capitals,"DY Patil Stadium, Mumbai",57,40,142.5,6,5
KL Rahul,2018-07-23,Rajasthan Royals,"IS Bindra Stadium, Mohali",22,12,183.33,2,0
Ishan Kishan,2018-07-23,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",25,13,192.31,1,2
Glenn Maxwell,2018-07-23,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",80,46,173.91,10,5
Rishabh Pant,2018-07-26,Delhi Capitals,"IS Bindra Stadium, Mohali",66,48,137.5,9,1
Dinesh Karthik,2018-07-29,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",42,32,131.25,5,3
MS Dhoni,2018-07-29,Mumbai Indians,"IS Bindra Stadium, Mohali",27,18,150.0,3,2
AB de Villiers,2018-07-29,Kolkata Knight Riders,"Eden Gardens, Kolkata",23,19,121.05,2,1
Quinton de Kock,2018-08-01,Delhi Capitals,"Arun Jaitley Stadium, Delhi",45,38,118.42,2,3
Rishabh Pant,2018-08-01,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",32,26,123.08,4,2
Kieron Pollard,2018-08-01,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",17,6,283.33,2,1
KL Rahul,2018-08-01,Punjab Kings,"Arun Jaitley Stadium, Delhi",51,36,141.67,7,3
Virat Kohli,2018-08-01,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",32,25,128.0,3,2
Sanju Samson,2018-08-01,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",31,23,134.78,3,2
KL Rahul,2018-08-01,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",35,23,152.17,2,2
MS Dhoni,2018-08-04,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",42,33,127.27,4,1
Dinesh Karthik,2018-08-04,Kolkata Knight Riders,"Eden Gardens, Kolkata",63,46,136.96,9,1
Quinton de Kock,2018-08-04,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",0,1,0.0,0,0
Ishan Kishan,2018-08-10,Delhi Capitals,"IS Bindra Stadium, Mohali",8,1,800.0,0,0
KL Rahul,2018-08-10,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",25,23,108.7,3,1
AB de Villiers,2018-08-10,Mumbai Indians,"Wankhede Stadium, Mumbai",0,1,0.0,0,0
AB de Villiers,2018-08-13,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",13,5,260.0,1,0
MS Dhoni,2018-08-13,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",41,24,170.83,2,3
Glenn Maxwell,2018-08-13,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",74,44,168.18,8,5
Andre Russell,2018-08-16,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",19,5,380.0,2,0
Glenn Maxwell,2018-08-16,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",40,30,133.33,2,3
Suresh Raina,2018-08-16,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",25,17,147.06,2,1
Faf du Plessis,2018-08-16,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",53,45,117.78,6,4
Rohit Sharma,2018-08-19,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",61,51,119.61,7,2
Virat Kohli,2018-08-19,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",11,6,183.33,0,0
Jos Buttler,2018-08-19,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",44,26,169.23,2,2
Rishabh Pant,2018-08-19,Mumbai Indians,"Eden Gardens, Kolkata",58,43,134.88,6,4
Ambati Rayudu,2018-08-22,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",65,50,130.0,4,4
Suresh Raina,2018-08-22,Chennai Super Kings,"Eden Gardens, Kolkata",80,55,145.45,4,2
Sanju Samson,2018-08-22,Punjab Kings,"Eden Gardens, Kolkata",10,5,200.0,0,0
Glenn Maxwell,2018-08-25,Punjab Kings,"Wankhede Stadium, Mumbai",22,12,183.33,1,0
MS Dhoni,2018-08-25,Delhi Capitals,"Eden Gardens, Kolkata",56,38,147.37,3,2
KL Rahul,2018-08-25,Rajasthan Royals,"Wankhede Stadium, Mumbai",39,30,130.0,3,2
Andre Russell,2018-08-28,Chennai Super Kings,"Eden Gardens, Kolkata",0,4,0.0,0,0
Faf du Plessis,2018-08-28,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",91,72,126.39,11,4
MS Dhoni,2018-08-28,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",29,19,152.63,2,1
Dinesh Karthik,2018-08-28,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",59,41,143.9,5,2
Jos Buttler,2018-08-28,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",12,10,120.0,1,1
Ishan Kishan,2018-08-28,Chennai Super Kings,"IS Bindra Stadium, Mohali",29,22,131.82,3,2
KL Rahul,2018-08-28,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",82,59,138.98,11,4
Faf du Plessis,2018-08-31,Rajasthan Royals,"Eden Gardens, Kolkata",41,33,124.24,2,3
Kieron Pollard,2018-09-06,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",15,10,150.0,2,0
Glenn Maxwell,2018-09-06,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",46,24,191.67,2,3
Suresh Raina,2018-09-09,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",64,52,123.08,6,5
Virat Kohli,2018-09-09,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",54,44,122.73,6,3
Sanju Samson,2018-09-09,Chennai Super Kings,"Eden Gardens, Kolkata",55,34,161.76,8,1
Rishabh Pant,2018-09-09,Rajasthan Royals,"Wankhede Stadium, Mumbai",20,11,181.82,1,1
Hardik Pandya,2018-09-09,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",18,10,180.0,2,1
Andre Russell,2018-09-09,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",24,16,150.0,1,1
Andre Russell,2018-09-12,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",59,33,178.79,8,5
Andre Russell,2018-09-15,Mumbai Indians,"Wankhede Stadium, Mumbai",28,12,233.33,3,2
Ambati Rayudu,2018-09-15,Rajasthan Royals,"Wankhede Stadium, Mumbai",15,13,115.38,2,1
AB de Villiers,2018-09-24,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",11,7,157.14,1,0
Rohit Sharma,2018-09-27,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",64,52,123.08,6,1
David Warner,2018-09-27,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",44,32,137.5,6,3
Virat Kohli,2018-09-27,Rajasthan Royals,"DY Patil Stadium, Mumbai",38,26,146.15,3,1
Virat Kohli,2018-09-30,Kolkata Knight Riders,"Eden Gardens, Kolkata",41,30,136.67,2,3
Faf du Plessis,2018-09-30,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",60,41,146.34,6,3
Suresh Raina,2018-10-03,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",64,45,142.22,8,5
KL Rahul,2018-10-03,Mumbai Indians,"Arun Jaitley Stadium, Delhi",29,24,120.83,3,2
Rohit Sharma,2018-10-03,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",48,33,145.45,6,3
Kieron Pollard,2018-10-03,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",44,24,183.33,3,1
Shubman Gill,2018-10-09,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",48,32,150.0,6,2
MS Dhoni,2018-10-12,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",56,36,155.56,7,5
Dinesh Karthik,2018-10-12,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",14,12,116.67,1,0
Virat Kohli,2018-10-12,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",14,7,200.0,1,0
MS Dhoni,2018-10-15,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",48,36,133.33,3,2
Jos Buttler,2018-10-15,Delhi Capitals,"IS Bindra Stadium, Mohali",18,16,112.5,2,1
Virat Kohli,2018-10-15,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",39,30,130.0,5,1
Kieron Pollard,2018-10-18,Rajasthan Royals,"DY Patil Stadium, Mumbai",8,5,160.0,0,0
David Warner,2018-10-21,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",34,24,141.67,4,2
Suresh Raina,2018-10-21,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",37,27,137.04,4,1
Jos Buttler,2018-10-24,Mumbai Indians,"DY Patil Stadium, Mumbai",42,30,140.0,5,1
Faf du Plessis,2018-10-24,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",7,10,70.0,0,0
Hardik Pandya,2018-10-27,Punjab Kings,"Arun Jaitley Stadium, Delhi",50,32,156.25,6,3
Jos Buttler,2018-10-27,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",42,23,182.61,6,3
Shubman Gill,2018-10-30,Mumbai Indians,"Wankhede Stadium, Mumbai",49,38,128.95,3,2
Faf du Plessis,2018-10-30,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",34,21,161.9,4,1
Jos Buttler,2018-10-30,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",46,33,139.39,5,3
Sanju Samson,2018-11-02,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",29,23,126.09,1,2
Faf du Plessis,2018-11-02,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",21,17,123.53,1,0
David Warner,2018-11-02,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",37,31,119.35,3,2
Sanju Samson,2018-11-05,Mumbai Indians,"Wankhede Stadium, Mumbai",33,26,126.92,2,2
Ambati Rayudu,2018-11-05,Mumbai Indians,"Wankhede Stadium, Mumbai",4,7,57.14,0,0
Virat Kohli,2018-11-05,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",49,32,153.12,3,3
KL Rahul,2018-11-08,Punjab Kings,"Eden Gardens, Kolkata",33,28,117.86,2,2
Dinesh Karthik,2018-11-08,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",12,4,300.0,1,1
Quinton de Kock,2018-11-11,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",57,47,121.28,3,3
Jos Buttler,2018-11-11,Punjab Kings,"DY Patil Stadium, Mumbai",11,6,183.33,0,1
KL Rahul,2018-11-11,Delhi Capitals,"IS Bindra Stadium, Mohali",23,12,191.67,2,1
Rishabh Pant,2018-11-14,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",87,62,140.32,9,7
Dinesh Karthik,2018-11-20,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",43,30,143.33,2,4
Quinton de Kock,2018-11-23,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",1,1,100.0,0,0
Suresh Raina,2018-11-26,Chennai Super Kings,"DY Patil Stadium, Mumbai",32,22,145.45,3,1
Ishan Kishan,2018-11-26,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",30,18,166.67,1,1
Andre Russell,2018-11-26,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",0,3,0.0,0,0
Quinton de Kock,2018-12-02,Mumbai Indians,"IS Bindra Stadium, Mohali",12,9,133.33,0,0
David Warner,2018-12-02,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",53,38,139.47,3,2
Hardik Pandya,2018-12-05,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",8,2,400.0,0,0
Quinton de Kock,2018-12-05,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",38,26,146.15,4,2
Andre Russell,2018-12-08,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",53,26,203.85,4,4
Kieron Pollard,2018-12-08,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",30,24,125.0,2,2
Quinton de Kock,2018-12-08,Delhi Capitals,"IS Bindra Stadium, Mohali",25,17,147.06,3,2
Shubman Gill,2018-12-08,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",52,44,118.18,7,4
Rishabh Pant,2018-12-17,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",10,10,100.0,0,0
Hardik Pandya,2018-12-20,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",38,25,152.0,4,1
Faf du Plessis,2018-12-23,Delhi Capitals,"DY Patil Stadium, Mumbai",46,36,127.78,4,3
Suresh Raina,2018-12-23,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",20,12,166.67,2,1
David Warner,2018-12-26,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",33,23,143.48,2,0
Ishan Kishan,2018-12-29,Rajasthan Royals,"Wankhede Stadium, Mumbai",31,19,163.16,1,1
Rohit Sharma,2019-01-01,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",27,17,158.82,3,2
MS Dhoni,2019-01-04,Punjab Kings,"IS Bindra Stadium, Mohali",13,7,185.71,1,1
Glenn Maxwell,2019-01-04,Delhi Capitals,"Arun Jaitley Stadium, Delhi",32,24,133.33,3,1
Ambati Rayudu,2019-01-04,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",25,23,108.7,3,1
AB de Villiers,2019-01-04,Mumbai Indians,"Wankhede Stadium, Mumbai",22,14,157.14,1,1
Rishabh Pant,2019-01-07,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",14,8,175.0,1,1
Rohit Sharma,2019-01-07,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",17,16,106.25,1,0
Andre Russell,2019-01-07,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",19,6,316.67,2,0
Andre Russell,2019-01-10,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",32,16,200.0,2,2
Quinton de Kock,2019-01-16,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",2,4,50.0,0,0
Ishan Kishan,2019-01-16,Mumbai Indians,"Arun Jaitley Stadium, Delhi",15,9,166.67,1,0
MS Dhoni,2019-01-16,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",50,38,131.58,3,3
Virat Kohli,2019-01-16,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",8,9,88.89,0,0
Sanju Samson,2019-01-16,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",39,29,134.48,5,2
Quinton de Kock,2019-01-16,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",15,6,250.0,1,0
Virat Kohli,2019-01-19,Mumbai Indians,"IS Bindra Stadium, Mohali",34,22,154.55,3,2
Quinton de Kock,2019-01-22,Punjab Kings,"Eden Gardens, Kolkata",30,27,111.11,3,1
Andre Russell,2019-01-22,Punjab Kings,"DY Patil Stadium, Mumbai",0,1,0.0,0,0
MS Dhoni,2019-01-22,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",26,16,162.5,3,2
Ambati Rayudu,2019-01-25,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",15,8,187.5,1,1
Virat Kohli,2019-01-25,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",47,34,138.24,6,2
Dinesh Karthik,2019-01-25,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",23,14,164.29,2,0
MS Dhoni,2019-01-28,Rajasthan Royals,"Wankhede Stadium, Mumbai",29,17,170.59,3,2
AB de Villiers,2019-01-28,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",51,37,137.84,3,3
Rohit Sharma,2019-01-28,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",61,42,145.24,5,1
MS Dhoni,2019-01-28,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",36,21,171.43,3,2
KL Rahul,2019-01-28,Rajasthan Royals,"Eden Gardens, Kolkata",27,25,108.0,2,1
Faf du Plessis,2019-01-28,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",0,1,0.0,0,0
AB de Villiers,2019-01-31,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",42,25,168.0,4,2
Sanju Samson,2019-01-31,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",30,22,136.36,4,2
Glenn Maxwell,2019-01-31,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",47,31,151.61,2,2
Ambati Rayudu,2019-02-03,Delhi Capitals,"IS Bindra Stadium, Mohali",6,5,120.0,0,0
Faf du Plessis,2019-02-06,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",9,5,180.0,0,0
MS Dhoni,2019-02-06,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",54,37,145.95,6,3
Virat Kohli,2019-02-06,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",30,22,136.36,4,1
KL Rahul,2019-02-09,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",10,3,333.33,0,0
Hardik Pandya,2019-02-09,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",47,28,167.86,2,3
Quinton de Kock,2019-02-09,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",16,9,177.78,2,1
Virat Kohli,2019-02-09,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",9,5,180.0,1,0
Suresh Raina,2019-02-09,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",45,35,128.57,6,1
Virat Kohli,2019-02-15,Sunrisers Hyderabad,"Eden Gardens, Kolkata",45,37,121.62,5,3
AB de Villiers,2019-02-18,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",30,23,130.43,3,1
Glenn Maxwell,2019-02-21,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",53,29,182.76,3,3
MS Dhoni,2019-02-21,Chennai Super Kings,"Eden Gardens, Kolkata",31,26,119.23,3,2
Virat Kohli,2019-02-21,Chennai Super Kings,"Eden Gardens, Kolkata",53,44,120.45,6,3
Ishan Kishan,2019-02-21,Mumbai Indians,"Wankhede Stadium, Mumbai",4,1,400.0,0,0
Shubman Gill,2019-02-24,Mumbai Indians,"IS Bindra Stadium, Mohali",42,33,127.27,4,1
Andre Russell,2019-02-24,Rajasthan Royals,"IS Bindra Stadium, Mohali",25,13,192.31,3,2
Ambati Rayudu,2019-02-27,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",33,20,165.0,4,1
Andre Russell,2019-03-02,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",47,24,195.83,3,1
KL Rahul,2019-03-02,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",13,11,118.18,1,1
Shubman Gill,2019-03-05,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",25,23,108.7,1,1
Jos Buttler,2019-03-08,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",19,7,271.43,1,0
MS Dhoni,2019-03-08,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",17,17,100.0,2,0
Glenn Maxwell,2019-03-08,Rajasthan Royals,"Wankhede Stadium, Mumbai",62,39,158.97,3,3
AB de Villiers,2019-03-08,Delhi Capitals,"Eden Gardens, Kolkata",27,15,180.0,3,2
Quinton de Kock,2019-03-08,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",43,37,116.22,3,1
David Warner,2019-03-14,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",34,20,170.0,4,1
David Warner,2019-03-14,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",12,5,240.0,1,0
Dinesh Karthik,2019-03-17,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",12,12,100.0,0,1
Sanju Samson,2019-03-17,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",59,41,143.9,5,2
Andre Russell,2019-03-20,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",52,26,200.0,2,4
Kieron Pollard,2019-03-20,Mumbai Indians,"Wankhede Stadium, Mumbai",16,5,320.0,1,1
KL Rahul,2019-03-20,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",39,32,121.88,2,3
Jos Buttler,2019-03-26,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",80,52,153.85,8,2
Ambati Rayudu,2019-03-26,Kolkata Knight Riders,"Eden Gardens, Kolkata",12,10,120.0,1,1
Quinton de Kock,2019-03-29,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",39,25,156.0,5,3
Andre Russell,2019-03-29,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",22,17,129.41,1,2
Rohit Sharma,2019-04-01,Delhi Capitals,"IS Bindra Stadium, Mohali",66,51,129.41,3,1
Dinesh Karthik,2019-04-04,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",35,26,134.62,2,1
Dinesh Karthik,2019-04-04,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",41,30,136.67,4,3
Ishan Kishan,2019-04-04,Rajasthan Royals,"DY Patil Stadium, Mumbai",40,30,133.33,4,2
Sanju Samson,2019-04-04,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",14,15,93.33,1,0
Kieron Pollard,2019-04-07,Punjab Kings,"Eden Gardens, Kolkata",38,25,152.0,5,1
Dinesh Karthik,2019-04-07,Mumbai Indians,"Wankhede Stadium, Mumbai",0,5,0.0,0,0
Faf du Plessis,2019-04-07,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",28,16,175.0,3,0
Rohit Sharma,2019-04-07,Royal Challengers Bangalore,"Eden Gardens, Kolkata",37,31,119.35,2,0
Faf du Plessis,2019-04-07,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",58,39,148.72,6,4
Faf du Plessis,2019-04-10,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",10,11,90.91,0,0
AB de Villiers,2019-04-10,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",63,43,146.51,3,4
Dinesh Karthik,2019-04-13,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",41,28,146.43,3,1
Rishabh Pant,2019-04-13,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",28,19,147.37,1,2
Rishabh Pant,2019-04-19,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",19,16,118.75,1,1
Faf du Plessis,2019-04-22,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",48,38,126.32,3,2
Shubman Gill,2019-04-22,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",33,23,143.48,3,2
Quinton de Kock,2019-04-25,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",7,7,100.0,0,0
Jos Buttler,2019-04-25,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",29,19,152.63,1,1
David Warner,2019-04-28,Punjab Kings,"Wankhede Stadium, Mumbai",61,49,124.49,8,2
Faf du Plessis,2019-04-28,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",52,39,133.33,6,5
Andre Russell,2019-04-28,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",49,33,148.48,6,3
Rishabh Pant,2019-04-28,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",29,21,138.1,3,2
Ishan Kishan,2019-04-28,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",75,51,147.06,7,4
